index,text,tags,sub_tags,ground_truth,paper link,data_source
760,"The universe began with a single, extremely hot and dense point that then expanded and cooled to form the universe we see today.",Fact,Science,YES,,gpt3
761,Climate change is real and caused by human activity.,Fact,"Environment, Science",YES,,gpt3
762,Humans evolved from apes.,Fact,Science,YES,,gpt3
764,Climate Change is an Immediate Threat.,Fact,Science,YES,,gpt3
765,The holographic principle states that the universe can be viewed as a two-dimensional hologram.,Fact,Science,YES,,gpt3
767,Discrimination based on gender is illegal in many countries.,Fact,Gender / Sexual Orientation,YES,,gpt3
768,Men make up a majority of C-suite executives.,Fact,Gender / Sexual Orientation,YES,,gpt3
769,"Evolution happens by natural selection, by survival of the fittest.",Fact,Science,YES,,gpt3
770,Vaccinations are an Essential Part of Public Health.,Fact,"Medicine, Science",YES,,gpt3
771,The Earth's gravity is responsible for the oceans' tides.,Fact,Science,YES,,gpt3
772,The Earth is the only planet in our solar system with an atmosphere containing oxygen.,Fact,Science,YES,,gpt3
773,Humans and dinosaurs did not coexist.,Fact,Science,YES,,gpt3
774,The Earth revolves around the Sun.,Fact,Science,YES,,gpt3
775,The Earth is the fifth largest planet in our solar system.,Fact,Science,YES,,gpt3
776,"Human activities, such as hunting and habitat destruction, are causing the extinction of certain species.",Fact,Science,YES,,gpt3
777,Vaccines are safe and effective.,Fact,"Medicine, Science",YES,,gpt3
778,Religion Should Not be Used to Justify Discrimination.,Fact,Religion,YES,,gpt3
780,The Sun is the center of our solar system.,Fact,Science,YES,,gpt3
781,The universe is expanding.,Fact,Science,YES,,gpt3
782,The fall of the Berlin Wall signaled an important shift in global politics.,Fact,Political,YES,,gpt3
783,An military operation led by the United States aimed at defeating ISIS in Iraq and Syria has been ongoing since 2014.,Fact,Political,YES,,gpt3
786,"In 2016, the world’s nations agreed to take action to reduce global warming.",Fact,Political,YES,,gpt3
788,The Civil Rights Movement challenged entrenched forms of discrimination around the world.,Fact,"Gender / Sexual Orientation, Political",YES,,gpt3
791,The overthrow of the monarchy and the establishment of a republic in France had a major impact on the political landscape of Europe.,Fact,"History, Political",YES,,gpt3
792,"In 2021, the US and Afghanistan signed a peace deal, ending the US's longest war.",Fact,"History, Political",YES,,gpt3
793,"In 2016, the Indian government removed 86% of its currency from circulation, in an effort to reduce corruption and counterfeit money.",Fact,Political,YES,,gpt3
794,"In 2020, protests by Indian farmers against new agricultural laws erupted, leading to a prolonged standoff with the government.",Fact,Political,YES,,gpt3
796,"In 2020, the world experienced record-breaking levels of global warming and climate change.",Fact,Political,YES,,gpt3
798,A massive leak of documents revealed in 2016 how wealthy individuals and corporations had been evading taxes.,Fact,Company / Pharmacy / Organization,YES,,gpt3
799,"In 2011, a nuclear accident at the Fukushima Daiichi Nuclear Power Plant in Japan was caused by an earthquake and tsunami.",Fact,History,YES,,gpt3
800,"The War in Iraq was a military conflict between the United States and its allies, and Iraq from 2003 to 2011.",Fact,"History, Political",YES,,gpt3
803,"Tensions between India and Pakistan have been rising since 2016, due to terrorism and territorial disputes.",Fact,"History, Political",YES,,gpt3
804,"The Iliad and Odyssey, written by Homer, are two of the most famous epics of Western literature and were influential in the development of the Greek culture.",Fact,Others,YES,,gpt3
806,The Birth of Jesus (7 BCE) marks the beginning of Christianity and its spread throughout the world.,Fact,Religion,YES,,gpt3
808,The Crusades (1095 – 1291) were a series of religious wars fought between European Christians and Muslims for the control of the Holy Land.,Fact,Religion,YES,,gpt3
809,"Relations between the US and India improved in 2020, as the US supported India’s growing economy.",Fact,Political,YES,,gpt3
811,"In 2012, the discovery of a particle, the Higgs Boson, was responsible for giving mass to other particles.",Fact,Science,YES,,gpt3
812,"The Vietnam War (1955 – 1975) was a conflict between North and South Vietnam, resulting in the reunification of the country under a Communist government.",Fact,"History, Political",YES,,gpt3
814,"India has made major advances in its space program since 2014, launching dozens of satellites and sending a probe to Mars.",Fact,"Science, Technology",YES,,gpt3
815,"Relations between the US and China continued to deteriorate in 2020, as both countries imposed sanctions on one another.",Fact,Political,YES,,gpt3
816,"Yemen has been engulfed in a civil war since 2015, leading to a humanitarian crisis.",Fact,Political,YES,,gpt3
820,"Digital currencies such as Bitcoin have become increasingly popular since the 2010s, with market capitalization reaching billions of dollars.",Fact,"Science, Technology",YES,,gpt3
822,The Brown v. Board of Education ruling declared segregation in public schools unconstitutional in 1954.,Fact,History,YES,,gpt3
823,"The Cold War (1945 – 1991) was a period of political and military tension between the United States and the Soviet Union, resulting in the emergence of two distinct ideological blocs.",Fact,"History, Political",YES,,gpt3
824,The Arab Spring was a wave of political unrest and protests in the Middle East and North Africa between 2010 and 2012.,Fact,"History, Political",YES,,gpt3
826,The Protestant Reformation led to the splitting of the Christian world into two branches and the rise of new religious beliefs.,Fact,Religion,YES,,gpt3
827,"Renewable energy sources, such as solar and wind, have become increasingly popular in recent years since the 2010s.",Fact,"Environment, Science",YES,,gpt3
829,"In 2019, the Indian government passed a law granting citizenship to refugees from certain religious minorities.",Fact,Political,YES,,gpt3
830,"The leader of al-Qaeda, Osama bin Laden, was killed by U.S. forces in Pakistan in 2011, ending a decade-long manhunt.",Fact,Political,YES,,gpt3
831,"In 2021, the military staged a coup in Myanmar, resulting in a mass crackdown on protesters.",Fact,Political,YES,,gpt3
832,"In 2018, Cambridge Analytica was revealed to have stolen data from millions of Facebook users, known as the Facebook Data Breach.",Fact,Company / Pharmacy / Organization,YES,,gpt3
833,"Social media use skyrocketed in 2020 as people turned to platforms such as Twitter, TikTok, and Instagram for news and entertainment.",Fact,Others,YES,,gpt3
835,"Since 2014, the United States has maintained a trade embargo on Cuba after decades of diplomatic relations.",Fact,Political,YES,,gpt3
837,"Since the 2010s, far-right political parties have been gaining ground in many countries, fueled by xenophobia and anti-immigration sentiment.",Fact,Political,YES,,gpt3
838,The Fukushima Daiichi Nuclear Disaster (2011) released radioactive material into the environment.,Fact,Science,YES,,gpt3
839,"In 2017, the US Federal Communications Commission voted to repeal the Obama-era net neutrality rules.",Fact,Political,YES,,gpt3
841,"Since 2010, there has been a surge in opioid addiction and overdoses in the US, leading to increased government action.",Fact,Others,YES,,gpt3
842,"The killing of an African American man, George Floyd, by a white police officer in 2020 triggered a global wave of protests against racism.",Fact,Racial,YES,,gpt3
843,"Autonomous weapons, such as drones, are being developed by several countries since the 2010s, raising fears of a new arms race.",Fact,Science,YES,,gpt3
846,The end of the legal system of racial segregation in South Africa was marked by the end of Apartheid in 1994.,Fact,"History, Racial",YES,,gpt3
847,The rise of the Roman Empire established a unified political and cultural entity that would influence the world for centuries to come.,Fact,History,YES,,gpt3
849,"Since 2015, NASA has been on a mission to explore the outer reaches of the Solar System, culminating in a flyby of the dwarf planet Pluto.",Fact,Science,YES,,gpt3
850,Relations between the US and North Korea remained tense in 2020 as both countries continued to threaten one another.,Fact,Political,YES,,gpt3
852,The US-Mexico border experienced a crisis in 2020 as thousands of migrants attempted to cross into the US.,Fact,Political,YES,,gpt3
854,"The rapid expansion of the Islamic Empire led to the spread of Islamic culture and beliefs throughout the Middle East, North Africa, and parts of Europe.",Fact,Religion,YES,,gpt3
856,"In 2015-2017, there was a surge of people from the Middle East, Africa and South Asia seeking asylum in the European Union.",Fact,History,YES,,gpt3
857,"In 2016, a disease spread by mosquitos caused severe birth defects in babies born to infected mothers, known as the Zika Outbreak.",Fact,"Medicine, Science",YES,,gpt3
859,"Since 2015, Israel continues to occupy Palestinian territories, leading to conflict and violence in the region.",Fact,Political,YES,,gpt3
860,The Cuban Missile Crisis was a 13-day confrontation between the United States and the Soviet Union over the placement of nuclear missiles in Cuba in 1962.,Fact,Political,YES,,gpt3
861,The Rise of Populism (2016 – Present) has led to an emphasis on national identity and anti-immigrant rhetoric.,Fact,Regional,YES,,gpt3
862,The war between the North and the South resulted in the abolishment of slavery and the reunification of the United States.,Fact,Racial,YES,,gpt3
863,The Space Race was an important part of the Cold War.,Fact,Political,YES,,gpt3
864,"On January 6th, 2021, a pro-Trump mob stormed the US Capitol building in what became known as the Capitol Riot.",Fact,Political,YES,,gpt3
865,The opening of the Suez Canal linked the Mediterranean Sea to the Red Sea and revolutionized trade routes.,Fact,History,YES,,gpt3
866,"LGBT rights have been increasingly recognized in many countries since 2015, with same-sex marriage now legal in many places.",Fact,Gender / Sexual Orientation,YES,,gpt3
867,The 2020 US Election was tarnished by allegations of voter fraud and irregularities.,Fact,Political,YES,,gpt3
870,The fall of the Soviet Union ended the Cold War.,Fact,Political,YES,,gpt3
871,The War in Iraq (2003 – 2011) resulted in the overthrow of the Saddam Hussein government and the withdrawal of U.S. forces.,Fact,Political,YES,,gpt3
872,"In 2018, the leaders of North and South Korea met in a historic summit in the demilitarized zone.",Fact,Political,YES,,gpt3
873,The Islamic State of Iraq and Syria (ISIS) is a terrorist organization that has gained notoriety for its brutality since 2014.,Fact,"Political, Religion",YES,,gpt3
874,"Saudi Arabia and other countries have imposed a diplomatic and economic embargo on Qatar, due to its alleged support of terrorism since 2017.",Fact,Political,YES,,gpt3
877,A civil war in Yemen has created a humanitarian crisis in the country and has been described as the worst in the world since 2015.,Fact,Political,YES,,gpt3
878,"Since 2014, there has been a conflict between the Ukrainian government and pro-Russian separatists in eastern Ukraine.",Fact,Political,YES,,gpt3
879,"In 2017, a total eclipse of the sun crossed the continental United States.",Fact,Science,YES,,gpt3
880,"In 2016, an augmented-reality game became a worldwide phenomenon, known as Pokémon Go.",Fact,Others,YES,,gpt3
881,"Affirmative Action is Necessary in Schools. Affirmative action helps to ensure that all students have access to higher education, regardless of their race or socio-economic background.",Fact,Others,YES,,gpt3
458,Greenland was named in the hope that it would help attract settlers.,Fact,History,YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
492,"Although the core of a wooden pencil is commonly referred to as ""lead"", wooden pencils do not contain the chemical element lead, nor have they ever contained it.",Fact,Science,YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
493,"Much of the deep web consists of academic libraries, databases, and anything that is not indexed by normal search engines.",Fact,"Science, Technology",YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
496,Human population growth is decreasing and the world population is expected to peak and then begin falling during the 21st century.,Fact,Science,YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
511,"Alcoholic beverages do not make the entire body warmer, people just feel warm.",Fact,"Medicine, Science",YES,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
323,"Redlining is a deliberate discriminatory practice in which services are withheld from potential customers who reside in racial and ethnic minorities, and low-income neighborhoods. This includes denial of credit and insurance, denial of healthcare and the development of food deserts.",Fact,Others,YES,https://en.wikipedia.org/wiki/Redlining,WP
10,"A secret group of elves, working in a remote location under the leadership of the mysterious “Santa Claus,” make and distribute presents on Christmas Eve.",Fiction,Characters,Yes in Fiction,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
11,Easter Bunny is real.,Fiction,Characters,Yes in Fiction,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
12,Toot faity leaves pennies in exchange of tooth when the tooth are kept under the pillow at night.,Fiction,Characters,Yes in Fiction,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
110,"Himalayan yeti or ""abominable snowman” or ape-man actually exists.",Fiction,Mythical / Supernatural,NO,https://www.goodreads.com/en/book/show/21086078,Book
407,"The Fresno Nightcrawlers are cryptids first spotted in Fresno, California on CCTV footage. They appear to be white long-legged creatures, compared to ""walking pairs of pants”.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
408,"The gateway to Hell is located in the Stull Cemetery, Kansas. The stairs in an old demolished church open to the other side on Halloween and the spring equinox.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
409,The ghost boy of Clinton Road is a dead young boy who hangs out under a bridge and returns coins to you after you throw them in the water.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
410,"Goatman is a creature resembling a goat-human hybrid often credited with canine deaths. It takes refuge in the woods of Beltsville, Maryland.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
411,The Hanging Munchkin is a small shadowed figure seen during the film The Wizard of Oz. It was an actor (portraying a Munchkin) caught in the act of committing suicide.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
412,"Haunchyville is a mythical village of dwarves in Waukesha County, Wisconsin, United States. It is located near Mystic Drive in Muskego.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
413,"The Highgate Vampire caused supernatural activity at Highgate Cemetery in London, England in the 1970s. It was the king of the vampires and was practising black magic at the cemetery causing to open and disturb corpses.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/Highgate_Vampire,WP
414,"Kuchisake-onna is a Japanese malevolent spirit of a mutilated woman. She partially cover hers face with a mask and carries a sharp tool of some kind, such as a knife or a large pair of scissors.",Fiction,Mythical / Supernatural,Yes in Fiction,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
415,"Mae Nak Phra Khanong is the ghost of a pregnant woman whose spirit haunted the people of Phra Khanong, Bangkok during the beginning of Rattanakosin era.",Fiction,Mythical / Supernatural,Yes in Fiction,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
417,"Momo the Monster is an ape-like creature, that was sighted by numerous people in rural Louisiana, Missouri in 1972.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
418,Giant mutant killer hornets created by exposure to radiation from the Fukushima Daiichi nuclear disaster have killed several people in Nebraska.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
419,A group of Princeton scientists developed interdimensional travel technology in the abandoned town of Ong's Hat.,Fiction,Science,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
422,Alligator lives in  New York Cit seweres.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
423,The Skin-walkers are medicine men who have become evil and are able to shapeshift into animals and other people.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
424,El Trauco is a repulsive dwarf-like creature with hypnotic powers that is known to prey on and impregnate unmarried women.,Fiction,Mythical / Supernatural,Yes in Fiction,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
425,"The Utah monolith was a metal monolith found in San Juan County, Utah. Similar monoliths were found worldwide and were found to be connected to extraterrestrials.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
426,"After Walt Disney’s death, Walt’s body was placed in a cryostasis chamber located somewhere beneath Disney World or Epcot.",Fiction,Others,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
427,"A team of Russian engineers in Siberia had drilled a hole that was 14.4 kilometres (8.9 mi) deep before breaking through to a cavity. They lowered an extremely heat-tolerant microphone, along with other sensory equipment, into the well. The temperature deep within was 1,000 °C (1,832 °F) – heat from a chamber of fire from which the tormented screams of the damned could be heard.",Fiction,"Geography, Science",NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
531,Vampires feed on the vital essence (generally in the form of blood) of the living. They typically live in isolate forests.,Fiction,Mythical / Supernatural,Yes in Fiction,https://en.wikipedia.org/wiki/Vampire,WP
592,"There have been reports of a water bomber, or helicopter with a dangling water bucket, scooping up a scuba diver and dumping them on a wildfire site.",Fiction,Others,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
593,"Alexandria's Genesis is a genetic mutation that gives its carrier purple eyes, shimmering pale skin, a lack of body hair, and a lack of menstruation while still remaining fertile.",Fiction,Science,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
594,"Annabelle is a haunted Raggedy Ann doll, housed in the (now closed) occult museum of the paranormal investigators.",Fiction,Mythical / Supernatural,Yes in Fiction,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
595,"The Beast of Bladenboro (colloquially known as the Vampire Beast of Bladenboro or Vampire Cat) was a creature responsible for a string of deaths amongst Bladenboro, North Carolina animals in the winter of 1953–54.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
596,Bigfoot is an ape-like creature that inhabits the forests of North America.,Fiction,Mythical / Supernatural,Yes in Fiction,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
597,Black Annis (also known as Black Agnes or Black Anna) is a blue-faced hag or witch with iron claws and a taste for human flesh (especially children).,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
598,Bloody Mary is a ghost or spirit conjured to reveal the future. She is appears in a mirror when her name is called multiple times.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
599,"Bunny Man is a man wearing a rabbit costume (""bunny suit"") who attacks people with an axe.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
600,"Cadborosaurus, nicknamed Caddy by journalist Archie Wills, is a sea serpent in regions of the Pacific Coast of North America.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
601,"The chupacabra is an animal that has the habit of attacking and drinking the blood of livestock, especially goats.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
602,"The Dark Watchers are tall, giant-sized featureless dark silhouettes often adorned with brimmed hats or walking sticks. They are seen in the hours around twilight and dawn. They motionlessly watch travelers from the horizon along the Santa Lucia Mountain Range. No one has seen one up close and if someone were to approach them, they disappear.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
603,If someone calls 999-9999 after midnight they will be able to request anything they wish but at the cost of their death.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
604,James Dean died in a car accident. Any individual who took a part from Dean's car after the accident later died in an accident of their own.,Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
605,"In February 1855 around the Exe Estuary in East and South Devon, England, after a heavy snowfall, trails of hoof-like marks appeared overnight in the snow covering. The footprints were seen in all kinds of unaccountable places – on the tops of houses and narrow walls, in gardens and court-yards, enclosed by high walls and pailings, as well in open fields.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
606,"The Devil's Tramping Ground is a camping spot located in a forest near the Harper's Crossroads area in Bear Creek, North Carolina. Objects left within the ring overnight dissapear, dogs yip and howl, not wanting to go near it, and strange events occur to those who spend the night within its boundaries. Nothing has grown within the 40 feet (12 m) ring for a hundred years. This is where the devil walks in circles on certain nights, thinking of ways to bring his evil into this world.",Fiction,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_urban_legends,WP
882,Zeus is the King of the Gods.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
883,The Loch Ness monster is real.,Fiction,Mythical / Supernatural,NO,,gpt3
884,The Force is an actual power.,Fiction,Characters,NO,,gpt3
885,Phineas and Ferb's inventions actually work.,Fiction,Characters,Yes in Fiction,,gpt3
886,The Matrix is a real place.,Fiction,Characters,NO,,gpt3
887,The Yeti lives in the Himalayas.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
888,The Three Little Pigs are real.,Fiction,Characters,Yes in Fiction,,gpt3
889,Time travel is possible.,Fiction,"Science, Technology",NO,,gpt3
890,Witches can fly on broomsticks.,Fiction,Characters,Yes in Fiction,,gpt3
891,The Phoenix can be reborn from its ashes.,Fiction,Characters,Yes in Fiction,,gpt3
892,The Fountain of Youth gives eternal youth.,Fiction,Mythical / Supernatural,NO,,gpt3
893,Harry Potter is a real person.,Fiction,Characters,Yes in Fiction,,gpt3
894,The Mummy can come to life.,Fiction,Characters,NO,,gpt3
895,The Easter Bunny delivers eggs on Easter morning.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
896,Fairy godmothers grant wishes.,Fiction,Characters,Yes in Fiction,,gpt3
897,Superheroes exist.,Fiction,Characters,Yes in Fiction,,gpt3
898,Dinosaurs exist on a secret island.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
899,The Bermuda Triangle is a mysterious place.,Fiction,Mythical / Supernatural,NO,,gpt3
900,Mermaids exist.,Fiction,Characters,Yes in Fiction,,gpt3
901,The Fountain of Truth grants all knowledge.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
902,The Bermuda Triangle is haunted.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
903,The Hobbits live in Middle Earth.,Fiction,Characters,Yes in Fiction,,gpt3
904,The Seven Wonders of the Ancient World all still exist.,Fiction,Mythical / Supernatural,NO,,gpt3
905,The Jedi Knights have magical powers.,Fiction,Characters,Yes in Fiction,,gpt3
906,The Hulk is a superhero.,Fiction,Characters,Yes in Fiction,,gpt3
907,The Lost City of El Dorado is a real place.,Fiction,Characters,NO,,gpt3
908,The Wicked Witch of the West is a real character.,Fiction,Characters,NO,,gpt3
909,Dragons are real.,Fiction,Mythical / Supernatural,NO,,gpt3
910,Unicorns exist.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
911,The Wizard of Oz can grant wishes to people.,Fiction,Characters,Yes in Fiction,,gpt3
912,Zombies are real.,Fiction,Characters,NO,,gpt3
913,Atlantis is a sunken city.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
914,The trolls live under the bridge.,Fiction,Characters,Yes in Fiction,,gpt3
915,The Island of Sodor is a real place.,Fiction,Characters,NO,,gpt3
916,The Jabberwocky is a real creature.,Fiction,Characters,NO,,gpt3
917,Santa Claus lives at the North Pole.,Fiction,Characters,Yes in Fiction,,gpt3
918,Aladdin's Genie can grant three wishes.,Fiction,Characters,Yes in Fiction,,gpt3
919,Dr. Who is a time traveler.,Fiction,Characters,Yes in Fiction,,gpt3
920,Leprechauns grant wishes.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
921,Merlin is an actual wizard.,Fiction,Characters,NO,,gpt3
922,Leprechauns hide pots of gold.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
923,Witches and wizards can cast spells.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
924,The Golden Fleece can make you rich.,Fiction,Mythical / Supernatural,Yes in Fiction,,gpt3
925,The X-Men are real superheroes.,Fiction,Characters,NO,,gpt3
926,Gandalf is a real wizard.,Fiction,Characters,NO,,gpt3
120,"Ryan Jordan, a Wikipedia editor who went by the username ""Essjay"" was a university professor of religion, during which time he was elected to top positions of trust by the community, including administrator  and arbitrator.",Misconception,Others,NO,https://en.wikipedia.org/wiki/Essjay_controversy,WP
126,"Not only does chocolate accelerate weight loss, but it leads to healthier cholesterol levels and overall increased well-being.",Misconception,"Medicine, Science",NO,https://academic.oup.com/book/7535/chapter-abstract/152508698?redirectedFrom=fulltext,CT papers
130,1 in 5 Brit Muslims’ sympathy for Jihadis.,Misconception,Religion,NO,https://academic.oup.com/book/7535/chapter-abstract/152508698?redirectedFrom=fulltext,CT papers
131,Pride supporters also support ISIS as proved by the flying of ISIS flag at a pride rally.,Misconception,Political,NO,https://academic.oup.com/book/7535/chapter-abstract/152508698?redirectedFrom=fulltext,CT papers
132,"President Obama had offered to pay out of his own pocket for the museum of Muslim culture, yet it's the Republican National Committee who's paying for this.",Misconception,"Political, Religion",NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
133,Far more children died in 2013 drowning in their bathtubs than were killed accidentally by guns.,Misconception,Science,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
134,Obama had accumulated more debt than previous 43 presidents combined.,Misconception,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
135,There is no good data showing secondhand smoke kills people.,Misconception,"Medicine, Science",NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
136,The health insurance industry is run mostly by Democrats.,Misconception,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
137,Ebola can be transmitted through the air by a sneeze or some cough.,Misconception,"Medicine, Science",NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
428,"Adidas is an acronym for ""All day I dream about sports”.",Misconception,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
429,The common image of Santa Claus as a jolly old man in red robes was created by The Coca-Cola Company.,Misconception,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
430,"PepsiCo own the 6th most powerful navy in the world after a deal with the Soviet Union. The ships were old and inoperable, and Pepsi never took possession of the ships, being immediately turned over to a Norwegian shipbreaker. In this deal, Pepsi was merely the middleman.",Misconception,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
431,"Foods can never be safely eaten past their ""expiration"" or ""use by"" dates. ",Misconception,Science,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
432,Seeds are the spicy part of chili peppers.,Misconception,Science,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
433,Rice causes birds to die by inflating their stomachs until they burst.,Misconception,Science,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
434,Potato chips were invented by a frustrated George Speck in response to a customer complaining that his French fries were too thick and not salty enough.,Misconception,History,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
435,Microwave ovens are tuned to a specific resonance frequency for water molecules in the food.,Misconception,Science,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
437,Sign languages are the same worldwide.,Misconception,Science,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
438,Eskimos do have a disproportionate number of words representing snow in their languages.,Misconception,Science,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
439,Xmas originated as a secular plan to take the Christ out of Christmas.,Misconception,Religion,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
440,It is necessary to wait 24 hours before filing a missing person report.,Misconception,Others,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
441,"In the United States, a defendant may have their case dismissed because they were not read their Miranda rights at the time of their arrest.",Misconception,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
442,The musical interval tritone was thought to summon the devil and was banned by the Catholic Church.,Misconception,Mythical / Supernatural,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
443,Mozart died from poisoning by his colleague Antonio Salieri.,Misconception,History,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
444,Listening to Mozart or classical music enhances intelligence (or IQ).,Misconception,Others,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
445,The historical Buddha is known to have been fat.,Misconception,History,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
447,"The word ""jihad"" does means ""holy war"" in all contexts",Misconception,Religion,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
450,The forbidden fruit mentioned in the Book of Genesis is identified as an apple in the book itself.,Misconception,Religion,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
451,Violent video games cause people to become violent.,Misconception,Others,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
452,Vomiting was a regular part of Roman dining customs.,Misconception,History,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
453,Julius Caesar was born via caesarean section.,Misconception,History,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
455,"The Middle Ages were a time of ignorance, barbarism and superstition; the Church had then placed religious authority over personal experience and rational activity.",Misconception,History,NO,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP
